あいだは,0651Q.1xx.24n01
てはいただきたく,2181M.1xh.46n01
てはいただきたくっ,2181M.1xh.49n01
てはいただきたけりゃ,2181M.1xh.41n01
てはいただきたけれ,2181M.1xh.07n01
てはいただきとう,2181M.1xh.51n01
てはいただきまし,1301M.1xh.04s01
てはいただきましょ,1301M.1xh.65s01
てはいただきます,1301M.1xh.46s01
てはいただきませ,1301M.1xh.14s01
てはいただく,1301M.1xh.46n01
てはいただけ,1301M.1xh.07n01
てはいただけないか,2231M.2xh.29n01
てはいただけないだろうか,2231M.3xh.29n01
てはいただけないでしょうか,2231M.3xh.29s01
てはいただけないですか,2231M.2xh.29s01
てはいただけぬか,2231M.2xh.31n01
てはいただけぬだろうか,2231M.3xh.31n01
てはいただけぬでしょうか,2231M.3xh.31s01
てはいただけねえか,2231M.2xh.30n01
てはいただけねえだろうか,2231M.3xh.30n01
てはいただけねえでしょうか,2231M.3xh.30s01
てはいただけますか,2231M.1xh.28s01
てはいただけませんか,2231M.2xh.32s01
てはいただけませんだろうか,2231M.3xh.33n01
てはいただけませんでしょうか,2231M.3xh.33s01
てはいただけるか,2231M.1xh.28n01
てはいただけんか,2231M.2xh.32n01
てはいただこ,1301M.1xh.65n01
てはいたところ,1431M.1xh.68n01
てはいっ,1381M.1xh.09n01
てはいまし,1351M.1xh.04s01
てはいます,1351M.1xh.46s01
てはいらっしゃいまし,1341M.1xh.04s01
てはいらっしゃいまし,1342M.1xh.04s01
てはいらっしゃいましょ,1341M.1xh.65s01
てはいらっしゃいましょ,1342M.1xh.65s01
てはいらっしゃいます,1341M.1xh.46s01
てはいらっしゃいます,1342M.1xh.46s01
てはいらっしゃいませ,1341M.1xh.14s01
てはいらっしゃいませ,1342M.1xh.14s01
てはいらっしゃっ,1341M.1xh.09n01
てはいらっしゃっ,1342M.1xh.09n01
てはいらっしゃら,1341M.1xh.14n01
てはいらっしゃら,1342M.1xh.14n01
てはいらっしゃり,1341M.1xh.04n01
てはいらっしゃり,1342M.1xh.04n01
てはいらっしゃる,1341M.1xh.46n01
てはいらっしゃる,1342M.1xh.46n01
てはいらっしゃれ,1341M.1xh.07n01
てはいらっしゃれ,1342M.1xh.07n01
てはいらっしゃろ,1341M.1xh.65n01
てはいらっしゃろ,1342M.1xh.65n01
てはいられず,1781M.1xh.16n01
てはいられない,1781M.1xh.04n01
てはいられないです,1781M.1xh.04s01
てはいられなかっ,1781M.1xh.09n01
てはいられなく,1781M.1xh.46n01
てはいられなくっ,1781M.1xh.49n01
てはいられなけりゃ,1781M.1xh.41n01
てはいられなけれ,1781M.1xh.07n01
てはいられぬ,1781M.1xh.61n01
てはいられねえ,1781M.1xh.55n01
てはいられませぬ,1781M.1xh.61s01
てはいられません,1781M.1xh.63s01
てはいられん,1781M.1xh.63n01
てはいりゃ,1351M.1xh.41n01
てはいる,1351M.1xh.46n01
てはいるとこ,1361M.1rh.68n01
てはいるところ,1361M.1xh.68n01
てはいれ,1351M.1xh.07n01
てはいろ,1351M.1xh.65n01
てはおい,1461M.1xh.11n01
てはおか,1461M.1xh.14n01
てはおき,1461M.1xh.04n01
てはおきまし,1461M.1xh.04s01
てはおきましょ,1461M.1xh.65s01
てはおきます,1461M.1xh.46s01
てはおきますれ,1461M.1xh.07s01
てはおきませ,1461M.1xh.14s01
てはおく,1461M.1xh.46n01
てはおけ,1461M.1xh.07n01
てはおこ,1461M.1xh.65n01
てはおっ,1371M.1xh.09n01
てはおら,1371M.1xh.14n01
てはおり,1371M.1xh.04n01
てはおりまし,1371M.1xh.04s01
てはおりましょ,1371M.1xh.65s01
てはおります,1371M.1xh.46s01
てはおりますれ,1371M.1xh.07s01
てはおりませ,1371M.1xh.14s01
てはおりゃ,1371M.1xh.41n01
てはおる,1371M.1xh.46n01
てはおれ,1371M.1xh.07n01
てはおろ,1371M.1xh.65n01
てはき,1321M.1xh.04n01
てはきまし,1321M.1xh.04s01
てはきます,1321M.1xh.46s01
てはきませ,1321M.1xh.65s01
てはくださいまし,1281M.1xh.04s01
てはくださいましょ,1281M.1xh.65s01
てはくださいます,1281M.1xh.46s01
てはくださいますか,2241M.1xh.28s01
てはくださいませ,1281M.1xh.14s01
てはくださいませんか,2241M.2xh.32s01
てはくださいませんだろうか,2241M.3xh.33n01
てはくださいませんでしょうか,2241M.3xh.33s01
てはくださっ,1281M.1xh.09n01
てはくださら,1281M.1xh.14n01
てはくださらないか,2241M.2xh.29n01
てはくださらないだろうか,2241M.3xh.29n01
てはくださらないでしょうか,2241M.3xh.29s01
てはくださらないですか,2241M.2xh.29s01
てはくださらぬか,2241M.2xh.31n01
てはくださらぬだろうか,2241M.3xh.31n01
てはくださらぬでしょうか,2241M.3xh.31s01
てはくださらねえか,2241M.2xh.30n01
てはくださらねえだろうか,2241M.3xh.30n01
てはくださらねえでしょうか,2241M.3xh.30s01
てはくださらんか,2241M.2xh.32n01
てはくださらんだろうか,2241M.3xh.32n01
てはくださらんでしょうか,2241M.3xh.32s01
てはくださり,1281M.1xh.04n01
てはくださりゃ,1281M.1xh.41n01
てはくださる,1281M.1xh.46n01
てはくださるか,2241M.1xh.28n01
てはくだされ,1281M.1xh.07n01
てはくださろ,1281M.1xh.65n01
てはくりゃ,1321M.1xh.41n01
てはくる,1321M.1xh.46n01
てはくれ,1271M.1xh.07n01
てはくれ,1321M.1xh.07n01
てはくれないか,2201M.2xh.29n01
てはくれないだろうか,2201M.3xh.29n01
てはくれないでしょうか,2201M.3xh.29s01
てはくれないですか,2201M.2xh.29s01
てはくれぬか,2201M.2xh.31n01
てはくれぬだろうか,2201M.3xh.31n01
てはくれぬでしょうか,2201M.3xh.31s01
てはくれねえか,2201M.2xh.30n01
てはくれねえだろうか,2201M.3xh.30n01
てはくれねえでしょうか,2201M.3xh.30s01
てはくれまし,1271M.1xh.07s01
てはくれます,1271M.1xh.46s01
てはくれますか,2201M.1xh.28s01
てはくれますれ,1271M.1xh.12s01
てはくれませんか,2201M.2xh.32s01
てはくれませんだろうか,2201M.3xh.33n01
てはくれませんでしょうか,2201M.3xh.33s01
てはくれりゃ,1271M.1xh.41n01
てはくれる,1271M.1xh.46n01
てはくれるか,2201M.1xh.28n01
てはくれれ,1271M.1xh.12n01
てはくれろ,1271M.1xh.65n01
てはくれんか,2201M.2xh.32n01
てはくれんだろうか,2201M.3xh.32n01
てはくれんでしょうか,2201M.3xh.32s01
てはこ,1321M.1xh.65n01
てはこい,1321M.1xh.11n01
てはさしあげ,1261M.1xh.07n01
てはさしあげまし,1261M.1xh.07s01
てはさしあげます,1261M.1xh.46s01
てはさしあげますれ,1261M.1xh.12s01
てはさしあげりゃ,1261M.1xh.41n01
てはさしあげる,1261M.1xh.46n01
てはさしあげれ,1261M.1xh.12n01
てはさしあげろ,1261M.1xh.65n01
てはさし上げ,1261M.1xh.07n05
てはさし上げまし,1261M.1xh.07s05
てはさし上げます,1261M.1xh.46s05
てはさし上げますれ,1261M.1xh.12s05
てはさし上げりゃ,1261M.1xh.41n05
てはさし上げる,1261M.1xh.46n05
てはさし上げれ,1261M.1xh.12n05
てはさし上げろ,1261M.1xh.65n05
てはしまい,1451M.1xh.04n01
てはしまいまし,1451M.1xh.04s01
てはしまいましょ,1451M.1xh.65s01
てはしまいます,1451M.1xh.46s01
てはしまいますれ,1451M.1xh.07s01
てはしまいませ,1451M.1xh.14s01
てはしまう,1451M.1xh.46n01
てはしまえ,1451M.1xh.07n01
てはしまお,1451M.1xh.65n01
てはしまっ,1451M.1xh.09n01
てはしまわ,1451M.1xh.14n01
てはだめ,1531M.1xx.68n01
てはどう,2121M.1xx.69n01
てはならず,1521M.1xh.16n01
てはならない,1521M.1xh.04n01
てはならないです,1521M.1xh.04s01
てはならなかっ,1521M.1xh.09n01
てはならなき,1521M.1xh.59n01
てはならなく,1521M.1xh.46n01
てはならなくっ,1521M.1xh.49n01
てはならなけりゃ,1521M.1xh.41n01
てはならなけれ,1521M.1xh.07n01
てはならぬ,1521M.1xh.61n01
てはならねえ,1521M.1xh.55n01
てはならん,1521M.1xh.63n01
てはなりませぬ,1521M.1xh.61s01
てはなりません,1521M.1xh.63s01
てはほし,2161M.1xh.18n01
てはほしい,2161M.1xh.04n01
てはほしいです,2161M.1xh.04s01
てはほしかっ,2161M.1xh.09n01
てはほしかろ,2161M.1xh.65n01
てはほしく,2161M.1xh.46n01
てはほしくっ,2161M.1xh.49n01
てはほしけりゃ,2161M.1xh.41n01
てはほしけれ,2161M.1xh.07n01
てはほしゅう,2161M.1xh.51n01
てはまいっ,1331M.1xh.09n01
てはまいっ,1332M.1xh.09n01
てはまいら,1331M.1xh.14n01
てはまいら,1332M.1xh.14n01
てはまいり,1331M.1xh.04n01
てはまいり,1332M.1xh.04n01
てはまいりまし,1331M.1xh.04s01
てはまいりまし,1332M.1xh.04s01
てはまいりましょ,1331M.1xh.65s01
てはまいりましょ,1332M.1xh.65s01
てはまいります,1331M.1xh.46s01
てはまいります,1332M.1xh.46s01
てはまいりませ,1331M.1xh.14s01
てはまいりませ,1332M.1xh.14s01
てはまいりゃ,1331M.1xh.41n01
てはまいりゃ,1332M.1xh.41n01
てはまいる,1331M.1xh.46n01
てはまいる,1332M.1xh.46n01
てはまいれ,1331M.1xh.07n01
てはまいれ,1332M.1xh.07n01
てはまいろ,1331M.1xh.65n01
てはまいろ,1332M.1xh.65n01
てはもらい,1291M.1xh.04n01
てはもらいた,2171M.1xh.18n01
てはもらいたい,2171M.1xh.04n01
てはもらいたいです,2171M.1xh.04s01
てはもらいたかっ,2171M.1xh.09n01
てはもらいたかろ,2171M.1xh.65n01
てはもらいたきゃ,2171M.1xh.39n01
てはもらいたく,2171M.1xh.46n01
てはもらいたくっ,2171M.1xh.49n01
てはもらいたけりゃ,2171M.1xh.41n01
てはもらいたけれ,2171M.1xh.07n01
てはもらいとう,2171M.1xh.51n01
てはもらいまし,1291M.1xh.04s01
てはもらいましょ,1291M.1xh.65s01
てはもらいます,1291M.1xh.46s01
てはもらいませ,1291M.1xh.14s01
てはもらう,1291M.1xh.46n01
てはもらえ,1291M.1xh.07n01
てはもらえないか,2211M.2xh.29n01
てはもらえないだろうか,2211M.3xh.29n01
てはもらえないでしょうか,2211M.3xh.29s01
てはもらえないですか,2211M.2xh.29s01
てはもらえぬか,2211M.2xh.31n01
てはもらえぬだろうか,2211M.3xh.31n01
てはもらえぬでしょうか,2211M.3xh.31s01
てはもらえねえか,2211M.2xh.30n01
てはもらえねえだろうか,2211M.3xh.30n01
てはもらえねえでしょうか,2211M.3xh.30s01
てはもらえますか,2211M.1xh.28s01
てはもらえませんか,2211M.2xh.32s01
てはもらえませんだろうか,2211M.3xh.33n01
てはもらえませんでしょうか,2211M.3xh.33s01
てはもらえるか,2211M.1xh.28n01
てはもらえんか,2211M.2xh.32n01
てはもらえんだろうか,2211M.3xh.32n01
てはもらえんでしょうか,2211M.3xh.32s01
てはもらお,1291M.1xh.65n01
てはもらっ,1291M.1xh.09n01
てはもらわ,1291M.1xh.14n01
てはやっ,1251M.1xh.09n01
てはやら,1251M.1xh.14n01
てはやり,1251M.1xh.04n01
てはやりまし,1251M.1xh.04s01
てはやりましょ,1251M.1xh.65s01
てはやります,1251M.1xh.46s01
てはやりませ,1251M.1xh.14s01
てはやりゃ,1251M.1xh.41n01
てはやる,1251M.1xh.46n01
てはやれ,1251M.1xh.07n01
てはやろ,1251M.1xh.65n01
てはゆか,1381M.1xh.15n01
てはゆき,1381M.1xh.05n01
てはゆきまし,1381M.1xh.05s01
てはゆきましょ,1381M.1xh.66s01
てはゆきます,1381M.1xh.47s01
てはゆきませ,1381M.1xh.15s01
てはゆきゃ,1381M.1xh.40n01
てはゆく,1381M.1xh.47n01
てはゆけ,1381M.1xh.08n01
てはゆこ,1381M.1xh.66n01
ては上げ,1241M.1xh.07n02
ては上げまし,1241M.1xh.07s02
ては上げます,1241M.1xh.46s02
ては上げますれ,1241M.1xh.12s02
ては上げりゃ,1241M.1xh.41n02
ては上げる,1241M.1xh.46n02
ては上げれ,1241M.1xh.12n02
ては上げろ,1241M.1xh.65n02
ては下さいまし,1281M.1xh.04s02
ては下さいましょ,1281M.1xh.65s02
ては下さいます,1281M.1xh.46s02
ては下さいますか,2241M.1xh.28s02
ては下さいませ,1281M.1xh.14s02
ては下さいませんか,2241M.2xh.32s02
ては下さいませんだろうか,2241M.3xh.33n02
ては下さいませんでしょうか,2241M.3xh.33s02
ては下さっ,1281M.1xh.09n02
ては下さら,1281M.1xh.14n02
ては下さらないか,2241M.2xh.29n02
ては下さらないだろうか,2241M.3xh.29n02
ては下さらないでしょうか,2241M.3xh.29s02
ては下さらないですか,2241M.2xh.29s02
ては下さらぬか,2241M.2xh.31n02
ては下さらぬだろうか,2241M.3xh.31n02
ては下さらぬでしょうか,2241M.3xh.31s02
ては下さらねえか,2241M.2xh.30n02
ては下さらねえだろうか,2241M.3xh.30n02
ては下さらねえでしょうか,2241M.3xh.30s02
ては下さらんか,2241M.2xh.32n02
ては下さらんだろうか,2241M.3xh.32n02
ては下さらんでしょうか,2241M.3xh.32s02
ては下さり,1281M.1xh.04n02
ては下さりゃ,1281M.1xh.41n02
ては下さる,1281M.1xh.46n02
ては下さるか,2241M.1xh.28n02
ては下され,1281M.1xh.07n02
ては下さろ,1281M.1xh.65n02
ては参っ,1331M.1xh.09n02
ては参っ,1332M.1xh.09n02
ては参ら,1331M.1xh.14n02
ては参ら,1332M.1xh.14n02
ては参り,1331M.1xh.04n02
ては参り,1332M.1xh.04n02
ては参りまし,1331M.1xh.04s02
ては参りまし,1332M.1xh.04s02
ては参りましょ,1331M.1xh.65s02
ては参りましょ,1332M.1xh.65s02
ては参ります,1331M.1xh.46s02
ては参ります,1332M.1xh.46s02
ては参りませ,1331M.1xh.14s02
ては参りませ,1332M.1xh.14s02
ては参りゃ,1331M.1xh.41n02
ては参りゃ,1332M.1xh.41n02
ては参る,1331M.1xh.46n02
ては参る,1332M.1xh.46n02
ては参れ,1331M.1xh.07n02
ては参れ,1332M.1xh.07n02
ては参ろ,1331M.1xh.65n02
ては参ろ,1332M.1xh.65n02
ては呉れ,1271M.1xh.07n02
ては呉れないか,2201M.2xh.29n02
ては呉れないだろうか,2201M.3xh.29n02
ては呉れないでしょうか,2201M.3xh.29s02
ては呉れないですか,2201M.2xh.29s02
ては呉れぬか,2201M.2xh.31n02
ては呉れぬだろうか,2201M.3xh.31n02
ては呉れぬでしょうか,2201M.3xh.31s02
ては呉れねえか,2201M.2xh.30n02
ては呉れねえだろうか,2201M.3xh.30n02
ては呉れねえでしょうか,2201M.3xh.30s02
ては呉れまし,1271M.1xh.07s02
ては呉れます,1271M.1xh.46s02
ては呉れますか,2201M.1xh.28s02
ては呉れますれ,1271M.1xh.12s02
ては呉れませんか,2201M.2xh.32s02
ては呉れませんだろうか,2201M.3xh.33n02
ては呉れませんでしょうか,2201M.3xh.33s02
ては呉れりゃ,1271M.1xh.41n02
ては呉れる,1271M.1xh.46n02
ては呉れるか,2201M.1xh.28n02
ては呉れれ,1271M.1xh.12n02
ては呉れろ,1271M.1xh.65n02
ては呉れんか,2201M.2xh.32n02
ては呉れんだろうか,2201M.3xh.32n02
ては呉れんでしょうか,2201M.3xh.32s02
ては如何,2131M.1xx.69n02
ては差しあげ,1261M.1xh.07n04
ては差しあげまし,1261M.1xh.07s04
ては差しあげます,1261M.1xh.46s04
ては差しあげますれ,1261M.1xh.12s04
ては差しあげりゃ,1261M.1xh.41n04
ては差しあげる,1261M.1xh.46n04
ては差しあげれ,1261M.1xh.12n04
ては差しあげろ,1261M.1xh.65n04
ては差し上げ,1261M.1xh.07n02
ては差し上げまし,1261M.1xh.07s02
ては差し上げます,1261M.1xh.46s02
ては差し上げますれ,1261M.1xh.12s02
ては差し上げりゃ,1261M.1xh.41n02
ては差し上げる,1261M.1xh.46n02
ては差し上げれ,1261M.1xh.12n02
ては差し上げろ,1261M.1xh.65n02
ては差上げ,1261M.1xh.07n03
ては差上げまし,1261M.1xh.07s03
ては差上げます,1261M.1xh.46s03
ては差上げますれ,1261M.1xh.12s03
ては差上げりゃ,1261M.1xh.41n03
ては差上げる,1261M.1xh.46n03
ては差上げれ,1261M.1xh.12n03
ては差上げろ,1261M.1xh.65n03
ては戴い,1301M.1xh.11n03
ては戴か,1301M.1xh.14n03
ては戴き,1301M.1xh.04n03
ては戴きた,2181M.1xh.18n03
ては戴きたい,2181M.1xh.04n03
ては戴きたいです,2181M.1xh.04s03
ては戴きたかっ,2181M.1xh.09n03
ては戴きたきゃ,2181M.1xh.39n03
ては戴きたく,2181M.1xh.46n03
ては戴きたくっ,2181M.1xh.49n03
ては戴きたけりゃ,2181M.1xh.41n03
ては戴きたけれ,2181M.1xh.07n03
ては戴きとう,2181M.1xh.51n03
ては戴きまし,1301M.1xh.04s03
ては戴きましょ,1301M.1xh.65s03
ては戴きます,1301M.1xh.46s03
ては戴きませ,1301M.1xh.14s03
ては戴く,1301M.1xh.46n03
ては戴け,1301M.1xh.07n03
ては戴けないか,2231M.2xh.29n03
ては戴けないだろうか,2231M.3xh.29n03
ては戴けないでしょうか,2231M.3xh.29s03
ては戴けないですか,2231M.2xh.29s03
ては戴けぬか,2231M.2xh.31n03
ては戴けぬだろうか,2231M.3xh.31n03
ては戴けぬでしょうか,2231M.3xh.31s03
ては戴けねえか,2231M.2xh.30n03
ては戴けねえだろうか,2231M.3xh.30n03
ては戴けねえでしょうか,2231M.3xh.30s03
ては戴けますか,2231M.1xh.28s03
ては戴けませんか,2231M.2xh.32s03
ては戴けませんだろうか,2231M.3xh.33n03
ては戴けませんでしょうか,2231M.3xh.33s03
ては戴けるか,2231M.1xh.28n03
ては戴けんか,2231M.2xh.32n03
ては戴こ,1301M.1xh.65n03
ては来,1321M.1xh.04n02
ては来,1321M.1xh.65n02
ては来い,1321M.1xh.11n02
ては来まし,1321M.1xh.04s02
ては来ます,1321M.1xh.46s02
ては来ませ,1321M.1xh.65s02
ては来りゃ,1321M.1xh.41n02
ては来る,1321M.1xh.46n02
ては来れ,1321M.1xh.07n02
ては欲し,2161M.1xh.18n02
ては欲しい,2161M.1xh.04n02
ては欲しいです,2161M.1xh.04s02
ては欲しかっ,2161M.1xh.09n02
ては欲しかろ,2161M.1xh.65n02
ては欲しく,2161M.1xh.46n02
ては欲しくっ,2161M.1xh.49n02
ては欲しけりゃ,2161M.1xh.41n02
ては欲しけれ,2161M.1xh.07n02
ては欲しゅう,2161M.1xh.51n02
ては行か,1381M.1xh.14n02
ては行き,1381M.1xh.04n02
ては行きまし,1381M.1xh.04s02
ては行きましょ,1381M.1xh.65s02
ては行きます,1381M.1xh.46s02
ては行きませ,1381M.1xh.14s02
ては行きゃ,1381M.1xh.39n02
ては行く,1381M.1xh.46n02
ては行け,1381M.1xh.07n02
ては行こ,1381M.1xh.65n02
ては行っ,1381M.1xh.09n02
ては貰い,1291M.1xh.04n02
ては貰いた,2171M.1xh.18n02
ては貰いたい,2171M.1xh.04n02
ては貰いたいです,2171M.1xh.04s02
ては貰いたかっ,2171M.1xh.09n02
ては貰いたかろ,2171M.1xh.65n02
ては貰いたきゃ,2171M.1xh.39n02
ては貰いたく,2171M.1xh.46n02
ては貰いたくっ,2171M.1xh.49n02
ては貰いたけりゃ,2171M.1xh.41n02
ては貰いたけれ,2171M.1xh.07n02
ては貰いとう,2171M.1xh.51n02
ては貰いまし,1291M.1xh.04s02
ては貰いましょ,1291M.1xh.65s02
ては貰います,1291M.1xh.46s02
ては貰いませ,1291M.1xh.14s02
ては貰う,1291M.1xh.46n02
ては貰え,1291M.1xh.07n02
